sentence,label,clean_sentence,tokens
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",1,oka specialises new construction renovation work residential non residential building premises industrial logistical use,"['oka', 'new', 'construction', 'renovation', 'work', 'residential', 'non', 'residential', 'building', 'industrial', 'logistical', 'use']"
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,1,okmetic board directors decided new share ownership program directed company management,"['okmetic', 'board', 'director', 'new', 'share', 'ownership', 'program', 'company', 'management']"
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",1,panostaja headquartered tampere finland investment company focusing small medium sized finnish companies operating traditional industries,"['panostaja', 'tampere', 'finland', 'investment', 'company', 'small', 'medium', 'sized', 'finnish', 'company', 'traditional', 'industry']"
Pertti Ervi is independent from the Company and its major shareholders .,1,pertti ervi independent company major shareholders,"['pertti', 'ervi', 'independent', 'company', 'major', 'shareholder']"
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",1,inform ir johanna koskinen participation later april telephone conference financial analysts investors conducted english begin finnish time eet,"['johanna', 'koskinen', 'participation', 'later', 'april', 'telephone', 'conference', 'financial', 'analyst', 'investor', 'english', 'finnish', 'time', 'eet']"
"Previously , the plant was expected to be completed by the end of 2008 .",1,previously plant expected completed end,"['previously', 'plant', 'end']"
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",1,prothious engineering employs large portfolio projects annual detailing capacity tonnes,"['prothious', 'engineering', 'large', 'portfolio', 'project', 'annual', 'capacity', 'tonne']"
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,1,rapala aims distribution unit ragot loudeac bretagne distribution unit waterqueen fishing line supplier tortue saint marcel central france morvillars,"['rapala', 'distribution', 'unit', 'ragot', 'bretagne', 'distribution', 'unit', 'fishing', 'line', 'supplier', 'tortue', 'saint', 'marcel', 'central', 'france', 'morvillar']"
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",1,rapala tournament fishing major titles holidays bargain priced games rapala aim smaller audience,"['rapala', 'tournament', 'fishing', 'major', 'title', 'holiday', 'bargain', 'game', 'rapala', 'small', 'audience']"
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",1,rfid radio frequency identification method called intelligent transport information read saved remotely,"['rfid', 'radio', 'frequency', 'identification', 'method', 'intelligent', 'transport', 'information', 'remotely']"
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",1,sanoma executive committee accordance company articles association prepares proposals matters decided noted board directors,"['sanoma', 'executive', 'committee', 'accordance', 'company', 'article', 'association', 'proposal', 'matter', 'board', 'director']"
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",1,sarantel based wellingborough uk designs high performance antennas portable wireless devices,"['sarantel', 'wellingborough', 'uk', 'high', 'performance', 'antenna', 'portable', 'wireless', 'device']"
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,1,shares acquired accordance section rules nasdaq omx helsinki rules applicable acquisition shares,"['share', 'accordance', 'section', 'nasdaq', 'omx', 'helsinki', 'applicable', 'acquisition', 'share']"
"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",1,succeed krister kylas decided leave teliasonera,"['krister', 'kylas', 'teliasonera']"
Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,1,shuweihat got way july project awarded desalination power contractors,"['shuweihat', 'way', 'july', 'project', 'desalination', 'power', 'contractor']"
"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",1,simmons elected dcuc chairman portsmouth simmons ceo service credit union elected chairman defense credit union council term,"['simmon', 'dcuc', 'chairman', 'portsmouth', 'simmons', 'ceo', 'service', 'credit', 'union', 'chairman', 'defense', 'credit', 'union', 'council', 'term']"
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,1,stock exchange release sanoma published annual report financial statements corporate responsibility report,"['stock', 'exchange', 'release', 'sanoma', 'annual', 'report', 'financial', 'statement', 'corporate', 'responsibility', 'report']"
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",1,stockholm based nordea bank sto nda said yesterday hired casper von koskull lead corporate merchant banking capital markets unit effective september,"['stockholm', 'nordea', 'bank', 'sto', 'nda', 'yesterday', 'casper', 'von', 'koskull', 'corporate', 'merchant', 'banking', 'capital', 'market', 'unit', 'effective', 'september']"
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",1,swedish finnish danish listed companies organized market cap segments nordic large cap mid cap small cap,"['swedish', 'finnish', 'danish', 'company', 'market', 'cap', 'nordic', 'large', 'cap', 'mid', 'cap', 'small', 'cap']"
Symphony Services provides development services for Aldata GOLD .,1,symphony services provides development services aldata gold,"['symphony', 'service', 'development', 'service', 'gold']"
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",1,tekla provides software building infrastructure engineering focus building information modelling steel concrete structures design construction,"['tekla', 'software', 'infrastructure', 'engineering', 'focus', 'information', 'steel', 'concrete', 'structure', 'design', 'construction']"
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",1,teleste hybrid tv solution includes components process delivering video services consumers content acquisition service creation delivery range access solutions including hfc hybrid fibre coaxial xdsl etth ftth,"['teleste', 'hybrid', 'tv', 'solution', 'component', 'process', 'video', 'service', 'consumer', 'content', 'acquisition', 'service', 'creation', 'delivery', 'range', 'access', 'solution', 'hfc', 'hybrid', 'fibre', 'coaxial', 'xdsl', 'etth', 'ftth']"
The agreement is valid for four years .,1,agreement valid years,"['agreement', 'valid', 'year']"
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",1,broker started upm kymmene stora enso sappi equal weight recommendations holmen norske skog underweight ratings,"['broker', 'upm', 'kymmene', 'stora', 'enso', 'sappi', 'equal', 'weight', 'recommendation', 'holman', 'norske', 'underweight', 'rating']"
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",1,business sales euro million responsible sales marketing lanxess paper chemicals business kemira bought euro million early year cw,"['business', 'sale', 'euro', 'responsible', 'sale', 'marketing', 'lanxess', 'paper', 'chemical', 'business', 'kemira', 'euro', 'early', 'year', 'cw']"
The business section also includes Ahlstrom 's sustainability report .,1,business section includes ahlstrom sustainability report,"['business', 'section', 'ahlstrom', 'sustainability', 'report']"
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,1,commission said hydrogen peroxide pbs market worth million euros,"['commission', 'hydrogen', 'peroxide', 'pbs', 'market', 'worth', 'euro']"
The company is presently examining whether the project would be financially feasible .,1,company presently examining project financially feasible,"['company', 'presently', 'project', 'financially', 'feasible']"
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,1,company studying feasibility focusing processed meat production vantaa facilities processing fresh meat forssa facilities,"['company', 'feasibility', 'meat', 'production', 'vantaa', 'facility', 'fresh', 'meat', 'forssa', 'facility']"
The company specialises in temporary electrification and heating at construction sites .,1,company specialises temporary electrification heating construction sites,"['company', 'temporary', 'electrification', 'heating', 'construction', 'site']"
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",1,dividend payable february shareholders record january,"['payable', 'february', 'shareholder', 'record', 'january']"
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,1,eur million non recurring expenses recorded quarter,"['eur', 'non', 'expense', 'quarter']"
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,1,event followed line orion finnish homepage kauppalehti live web service,"['event', 'line', 'orion', 'finnish', 'homepage', 'kauppalehti', 'live', 'web', 'service']"
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,1,extraordinary general meeting expected place later february,"['extraordinary', 'general', 'meeting', 'place', 'later', 'february']"
The first of the two project phases is expected to be completed by the end of 2012 .,1,project phases expected completed end,"['project', 'phase', 'end']"
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",1,group intends relocate warehouse office space loudeac saint marcel morvillars east country operates hook manufacturing distribution unit,"['group', 'warehouse', 'office', 'space', 'loudeac', 'saint', 'marcel', 'east', 'country', 'hook', 'distribution', 'unit']"
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",1,group owns operates fleet container capacity teus manages diversified fleet railway rolling stock units,"['group', 'fleet', 'container', 'capacity', 'teus', 'diversified', 'fleet', 'railway', 'stock', 'unit']"
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",1,hayward target designs active casual dress footwear boots sandals,"['hayward', 'target', 'active', 'casual', 'dress', 'footwear', 'boot', 'sandal']"
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",1,lemminkainen group headquartered helsinki finland operates sectors construction industry civil engineering building contracting technical building services building materials industry,"['lemminkainen', 'group', 'helsinki', 'finland', 'sector', 'construction', 'industry', 'civil', 'engineering', 'building', 'technical', 'building', 'service', 'building', 'material', 'industry']"
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",1,marubeni group focuses creating value chain upstream downstream encompassing wide variety business fields including oil gas metals mineral resources foods pulp paper chemicals,"['group', 'value', 'chain', 'upstream', 'downstream', 'wide', 'variety', 'business', 'field', 'oil', 'gas', 'metal', 'mineral', 'resource', 'food', 'pulp', 'paper', 'chemical']"
The new B shares carry the right to dividend and other shareholder rights with effect from today .,1,new b shares carry right dividend shareholder rights effect today,"['new', 'b', 'share', 'right', 'dividend', 'shareholder', 'right', 'effect', 'today']"
The office space will rise above the remodeled Cannon Street underground station .,1,office space rise remodeled cannon street underground station,"['office', 'space', 'rise', 'cannon', 'street', 'underground', 'station']"
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,1,oxyview pulse oximeter common device check patient blood oxygen saturation level pulse rate,"['pulse', 'oximeter', 'common', 'device', 'patient', 'blood', 'oxygen', 'saturation', 'level', 'pulse', 'rate']"
The project is expected to be completed in 2009 .,1,project expected completed,['project']
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",1,reason petersburg status capital participants meeting quoted chikunov saying,"['reason', 'petersburg', 'status', 'capital', 'participant', 'meeting', 'chikunov']"
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",1,report goes provide detailed profiles leading european specialty chemicals companies brief profiles major players,"['report', 'detailed', 'profile', 'european', 'specialty', 'chemical', 'company', 'brief', 'profile', 'major', 'player']"
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",1,report profiles companies including key niche players worldwide black decker corporation fiskars corporation fiskars brands husqvarna outdoor products group ryobi technologies scotts miracle gro company van group,"['profile', 'company', 'key', 'niche', 'player', 'worldwide', 'black', 'decker', 'corporation', 'fiskar', 'corporation', 'fiskars', 'brands', 'husqvarna', 'outdoor', 'product', 'group', 'ryobi', 'technologies', 'scotts', 'miracle', 'gro', 'company', 'van', 'group']"
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",1,report profiles companies including key niche players worldwide black decker corporation fiskars corporation fiskars brands husqvarna outdoor products group ryobi technologies scotts miracle gro company van group,"['profile', 'company', 'key', 'niche', 'player', 'worldwide', 'black', 'decker', 'corporation', 'fiskar', 'corporation', 'fiskars', 'brands', 'husqvarna', 'outdoor', 'product', 'group', 'ryobi', 'technologies', 'scotts', 'miracle', 'gro', 'company', 'van', 'group']"
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,1,server responsible managing devices user accounts desktop client application enables remote access mobile phones,"['server', 'responsible', 'device', 'user', 'desktop', 'client', 'application', 'remote', 'access', 'mobile', 'phone']"
The share of the share capital of both above mentioned shareholders remains below 5 % .,1,share share capital mentioned shareholders remains,"['share', 'share', 'capital', 'shareholder']"
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",1,shares shall repurchased public trading reason shares repurchased proportion holdings shareholders,"['share', 'public', 'trading', 'reason', 'share', 'proportion', 'holding', 'shareholder']"
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",1,subsidiary responsible filter sales local assembly filters market services china,"['subsidiary', 'responsible', 'filter', 'sale', 'local', 'assembly', 'market', 'service', 'china']"
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,1,total value project valued sek eur bn usd bn,"['total', 'value', 'project', 'sek', 'eur', 'usd']"
The trade is in accordance with the agreement announced on 26 March 2008 .,1,trade accordance agreement announced march,"['trade', 'accordance', 'agreement', 'march']"
The transaction is expected to be completed next spring .,1,transaction expected completed spring,"['transaction', 'spring']"
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,1,writing publication s history continuation earlier collaboration antti tuuri company,"['publication', 'history', 'continuation', 'early', 'collaboration', 'antti', 'tuuri', 'company']"
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",1,products include personal communications products mobile phones parts home communications products set boxes electronics flat panel tvs communications networks products base stations tower amplifiers microwave systems,"['product', 'personal', 'communication', 'product', 'mobile', 'phone', 'part', 'home', 'communication', 'product', 'box', 'flat', 'panel', 'tvs', 'communication', 'network', 'product', 'base', 'station', 'tower', 'amplifiers', 'microwave', 'system']"
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",1,check bid deka showroom fortitude valley,"['bid', 'deka', 'showroom', 'fortitude', 'valley']"
Uponor maintains its full-year guidance for 2010 .,1,uponor maintains year guidance,"['uponor', 'year', 'guidance']"
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",1,utah capital wanted headquarters amer sports ski equipment company,"['utah', 'capital', 'headquarters', 'amer', 'sport', 'ski', 'equipment', 'company']"
What would you like to see changed on Nokia 's next attempt ?,1,like changed nokia attempt,"['nokia', 'attempt']"
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",1,completed meter watchtower highest building ireland,"['meter', 'watchtower', 'high', 'building', 'ireland']"
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",1,viking pay eur million new ship completed january,"['pay', 'eur', 'new', 'ship', 'january']"
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,1,assa abloy kaupthing bank gave neutral recommendation share price target crowns euro swedish lock maker assa abloy ab,"['abloy', 'kaupthing', 'bank', 'neutral', 'recommendation', 'share', 'price', 'target', 'euro', 'swedish', 'lock', 'maker', 'assa', 'abloy', 'ab']"
`` Our aim is to understand different traffic patterns based on the use of each building .,1,aim understand different traffic patterns based use building,"['different', 'traffic', 'pattern', 'use', 'building']"
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,1,vaalipalvelu service especially developed use communities organizations,"['vaalipalvelu', 'service', 'especially', 'use', 'community', 'organization']"
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",1,industry coming interesting fork road handset manufacturers wireless carriers attempt serve portal web based service wireless handset wrote,"['industry', 'interesting', 'fork', 'road', 'handset', 'manufacturer', 'wireless', 'carrier', 'portal', 'web', 'service', 'wireless', 'handset']"
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,1,dinner conference program viewed live audio webcast internet pages,"['dinner', 'conference', 'program', 'live', 'audio', 'webcast', 'internet', 'page']"
A PLUMBING business has announced it is sponsoring a professional darts player .,1,plumbing business announced sponsoring professional darts player,"['plumbing', 'business', 'professional', 'dart', 'player']"
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",1,le coq special developed bicentenary company trade mark brewer said,"['le', 'coq', 'special', 'bicentenary', 'company', 'trade', 'mark', 'brewer']"
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,1,noticeable thing search tata airtel brands related broadband connections,"['noticeable', 'thing', 'search', 'tata', 'airtel', 'brand', 'broadband', 'connection']"
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,1,aspo investigated sales opportunities kaukomarkkinat electronics business,"['aspo', 'sale', 'opportunity', 'electronic', 'business']"
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",1,beginning subscription period share subscription price b option right eur share,"['subscription', 'period', 'share', 'subscription', 'price', 'b', 'option', 'right', 'eur', 'share']"
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,1,mr walden mr ignatius responsible newspapers business result,"['mr', 'walden', 'mr', 'ignatius', 'responsible', 'newspaper', 'business', 'result']"
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,1,capitex kalmar continue responsible maintenance technical development services,"['capitex', 'kalmar', 'responsible', 'maintenance', 'technical', 'development', 'service']"
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,1,changes built models design communicated subcontractors accommodate steel grc glass reinforced concrete fabrication process,"['change', 'model', 'design', 'subcontractor', 'steel', 'grc', 'glass', 'concrete', 'fabrication', 'process']"
Customers in a wide range of industries use our stainless steel and services worldwide .,1,customers wide range industries use stainless steel services worldwide,"['customer', 'wide', 'range', 'industry', 'stainless', 'steel', 'service', 'worldwide']"
Exel wants to serve its industrial customers with individual products .,1,exel wants serve industrial customers individual products,"['exel', 'industrial', 'customer', 'individual', 'product']"
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",1,finnish bank pohjola bank plc hel said today issue eur million usd m index linked bond pohjola tutkimuksen tahdet pohjola research stars october,"['finnish', 'bank', 'pohjola', 'bank', 'plc', 'hel', 'today', 'eur', 'usd', 'm', 'index', 'bond', 'pohjola', 'tutkimuksen', 'tahdet', 'pohjola', 'research', 'star', 'october']"
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,1,merisatama far corners world asfaltti established group master builders helsinki specialist business subcontractor,"['merisatama', 'far', 'corner', 'world', 'asfaltti', 'established', 'group', 'master', 'builder', 'specialist', 'business', 'subcontractor']"
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",1,f secure developer security solutions service internet service providers mobile operators announced results annual online wellbeing survey,"['f', 'secure', 'developer', 'security', 'solution', 'service', 'internet', 'service', 'provider', 'mobile', 'operator', 'result', 'annual', 'online', 'wellbeing', 'survey']"
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",1,kemira recorded revenue approximately eur billion staff,"['kemira', 'revenue', 'approximately', 'eur', 'staff']"
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",1,accordance terms conditions alma media option program share subscription price option rights eur share book countervalue eur share,"['accordance', 'term', 'condition', 'alma', 'medium', 'option', 'program', 'share', 'subscription', 'price', 'option', 'right', 'eur', 'share', 'book', 'countervalue', 'eur', 'share']"
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",1,vision important reason transaction russia,"['vision', 'important', 'reason', 'transaction', 'russia']"
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,1,confirmed earnings guidance issued report,"['earning', 'guidance', 'report']"
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,1,hand painted resin real trebles cm long cm deep middle hook,"['hand', 'resin', 'real', 'treble', 'long', 'cm', 'deep', 'middle', 'hook']"
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",1,development world class magnetite deposit karara known potential million metric tons annual processing magnetite estimated year life,"['development', 'world', 'class', 'magnetite', 'deposit', 'potential', 'metric', 'ton', 'annual', 'processing', 'magnetite', 'year', 'life']"
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",1,operates distinct brands united supermarkets market street united supermercado,"['distinct', 'brand', 'united', 'supermarkets', 'market', 'street', 'united', 'supermercado']"
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,1,kaupthing bank publish annual results markets open thursday january,"['kaupthing', 'bank', 'annual', 'result', 'market', 'open', 'thursday', 'january']"
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",1,london afx uk european brokers recommendations issued today collated afx news range market sources,"['london', 'afx', 'uk', 'european', 'brokers', 'recommendation', 'today', 'afx', 'news', 'range', 'market', 'source']"
The fine print is here .,1,fine print,"['fine', 'print']"
M. and a Master of Business Administration MBA .,1,master business administration mba,"['master', 'business', 'administration', 'mba']"
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,1,special events counties months hosted library system branch libraries,"['special', 'event', 'county', 'month', 'library', 'system', 'branch']"
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,1,ms laakso responsible hkscan hr functions development group smarket areas,"['ms', 'laakso', 'responsible', 'hkscan', 'hr', 'function', 'development', 'group', 'smarket', 'area']"
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",1,new delhi july sahlberg teppo kallio timo mustonen tuomas m real oyj espoo finland developed novel markings methods producing,"['new', 'delhi', 'july', 'sahlberg', 'teppo', 'kallio', 'timo', 'mustonen', 'tuomas', 'real', 'espoo', 'finland', 'novel', 'marking', 'method']"
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",1,nokia siemens networks provides mobile fixed network infrastructure communications networks service platforms professional services operators service providers,"['nokia', 'siemen', 'network', 'mobile', 'network', 'infrastructure', 'communication', 'network', 'service', 'professional', 'service', 'operator', 'service', 'provider']"
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",1,shares held company group companies number outstanding shares voting rights attached shares amounts,"['share', 'company', 'group', 'company', 'outstanding', 'share', 'voting', 'right', 'share', 'amount']"
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",1,outotec scope delivery covers engineering supply special equipment services calcination plant circulating fluid bed calciners,"['outotec', 'scope', 'delivery', 'engineering', 'supply', 'special', 'equipment', 'service', 'calcination', 'plant', 'fluid', 'bed', 'calciner']"
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",1,outotec scope delivery includes design basic engineering supply proprietary equipment sinter plant grate area square meters,"['outotec', 'scope', 'delivery', 'design', 'basic', 'engineering', 'supply', 'proprietary', 'equipment', 'sinter', 'plant', 'grate', 'area', 'square', 'meter']"
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",1,participants book discussions special events visitors car dealership eligible enter drawing silver door altima,"['participant', 'book', 'discussion', 'special', 'event', 'visitor', 'car', 'dealership', 'eligible', 'silver', 'door', 'altima']"
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,1,peigs sardus latta maltider light meals unit,"['peigs', 'sardus', 'latta', 'maltider', 'light', 'meal', 'unit']"
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",1,product coverage baked goods biscuits breakfast cereals data coverage market sizes historic forecasts company shares brand shares distribution data,"['product', 'coverage', 'good', 'biscuit', 'breakfast', 'cereal', 'datum', 'coverage', 'market', 'historic', 'forecast', 'company', 'brand', 'share', 'distribution', 'datum']"
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,1,quality chargers chargz brand sold selected retail stores sales locations world wide,"['quality', 'charger', 'chargz', 'brand', 'retail', 'store', 'sale', 'location', 'world', 'wide']"
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",1,s group loyal customer magazine came second readers sanoma corporation daily newspaper helsingin sanomat readers,"['group', 'loyal', 'customer', 'magazine', 'second', 'reader', 'sanoma', 'corporation', 'daily', 'newspaper', 'helsingin', 'sanomat', 'reader']"
"SCOPI Chief Business Excellence Officer , Eng .",1,scopi chief business excellence officer eng,"['scopi', 'chief', 'business', 'excellence', 'officer', 'eng']"
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',1,subject matter invention furthermore use cyclone separating partly molten particles,"['subject', 'matter', 'invention', 'furthermore', 'cyclone', 'partly', 'molten', 'particle']"
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",1,taking cue playbook east dillon lions ve created special team heavy hitting style players boot cut jeans tummy tops course cowboy boots,"['cue', 'playbook', 'east', 'dillon', 'lion', 'special', 'team', 'heavy', 'style', 'player', 'boot', 'cut', 'jean', 'tummy', 'course', 'cowboy', 'boot']"
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",1,tekla defense business employs persons located espoo finland,"['defense', 'business', 'person', 'espoo', 'finland']"
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",1,tekla organize information meeting analysts media wtc helsinki marski meeting room aleksanterinkatu day light lunch served,"['information', 'meeting', 'analyst', 'medium', 'wtc', 'helsinki', 'marski', 'meeting', 'room', 'aleksanterinkatu', 'day', 'light', 'lunch']"
