sentence,label,clean_sentence,tokens
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,0,m august finnish media group ilkka yhtyma oyj hel said today net profit fell year m half,"['august', 'finnish', 'medium', 'group', 'yhtyma', 'oyj', 'hel', 'today', 'net', 'profit', 'year', 'half']"
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",0,earnings share eps amounted,"['earning', 'share']"
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,0,earnings share eps decreased,"['earning', 'share']"
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",0,earnings share eps half amounted year ago,"['earning', 'share', 'half', 'year']"
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,0,finnair total traffic decreased terms revenue passenger kilometres,"['finnair', 'total', 'traffic', 'term', 'revenue', 'passenger', 'kilometre']"
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,0,finnish business software group affectogenimap oyj said net profit halved mln euro mln months mln euro mln period,"['finnish', 'business', 'software', 'group', 'affectogenimap', 'oyj', 'net', 'profit', 'mln', 'euro', 'mln', 'month', 'mln', 'euro', 'mln', 'period']"
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",0,finnish financial software solutions developer basware oyj said net profit fell euro mln quarter mln euro mln year earlier,"['finnish', 'financial', 'software', 'solution', 'developer', 'basware', 'oyj', 'net', 'profit', 'euro', 'mln', 'quarter', 'mln', 'euro', 'mln', 'year', 'early']"
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,0,finnish glass technology company glaston oyj abp net profit decreased mln euro mln months mln euro mln period,"['finnish', 'glass', 'technology', 'company', 'glaston', 'oyj', 'abp', 'net', 'profit', 'euro', 'mln', 'month', 'mln', 'euro', 'mln', 'period']"
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",0,finnish management software solutions provider ixonos oyj net profit decreased euro quarter euro mln period,"['finnish', 'management', 'software', 'solution', 'provider', 'ixono', 'net', 'profit', 'euro', 'quarter', 'euro', 'mln', 'period']"
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,0,finnish media company talentum oyj net profit decreased mln euro mln quarter mln euro mln period,"['finnish', 'medium', 'company', 'talentum', 'oyj', 'net', 'profit', 'euro', 'mln', 'quarter', 'mln', 'euro', 'mln', 'period']"
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,0,finnish metal products company componenta oyj net profit went slightly mln euro mln half mln euro mln period,"['finnish', 'metal', 'product', 'company', 'componenta', 'oyj', 'net', 'profit', 'slightly', 'euro', 'mln', 'half', 'mln', 'euro', 'mln', 'period']"
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",0,separate announcement helsinki stock exchange atria revealed company quarter profits declined m quarter year m year,"['separate', 'announcement', 'helsinki', 'stock', 'exchange', 'atria', 'company', 'quarter', 'profit', 'm', 'quarter', 'year', 'year']"
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",0,fourth quarter net sales decreased eur mn eur mn fourth quarter,"['fourth', 'quarter', 'net', 'sale', 'eur', 'mn', 'eur', 'mn', 'fourth', 'quarter']"
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",0,insurer axa par cs slid eur citigroup ing slashed targets stock,"['insurer', 'axa', 'par', 'cs', 'eur', 'citigroup', 'ing', 'target', 'stock']"
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",0,adp news feb finnish wood products technology supplier raute oyj hel rutav said today net profit decreased eur million usd m eur million,"['adp', 'news', 'feb', 'finnish', 'wood', 'product', 'technology', 'supplier', 'raute', 'oyj', 'hel', 'rutav', 'today', 'net', 'profit', 'eur', 'usd', 'm', 'eur']"
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",0,adp news feb finnish construction company lemminkainen oyj hel said today net profit decreased eur million usd m eur million,"['adp', 'news', 'feb', 'finnish', 'construction', 'company', 'lemminkainen', 'oyj', 'hel', 'today', 'net', 'profit', 'eur', 'usd', 'm', 'eur']"
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",0,adp news feb finnish broadband data communication systems solutions company teleste oyj hel said today net profit decreased eur million usd m eur million,"['adp', 'news', 'feb', 'finnish', 'broadband', 'data', 'communication', 'system', 'solution', 'company', 'teleste', 'oyj', 'hel', 'today', 'net', 'profit', 'eur', 'usd', 'm', 'eur']"
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",0,adp news jan finnish mobile phones maker nokia oyj omx said today operating profit decreased eur billion usd bn eur billion,"['adp', 'news', 'jan', 'finnish', 'mobile', 'phone', 'maker', 'nokia', 'oyj', 'omx', 'today', 'operating', 'profit', 'eur', 'usd', 'eur']"
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",0,adpnews finnish cutlery hand tools maker fiskars oyj abp hel fisas said today net profit declined eur million usd m quarter eur million correspond,"['finnish', 'cutlery', 'hand', 'tool', 'maker', 'oyj', 'abp', 'hel', 'fisas', 'today', 'net', 'profit', 'eur', 'usd', 'm', 'quarter', 'eur', 'correspond']"
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,0,market share decreased route helsinki finland tallinn estonia percentage points,"['market', 'share', 'route', 'helsinki', 'finland', 'tallinn', 'estonia', 'percentage', 'point']"
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,0,net profit fell half é million é million end,"['net', 'profit', 'é', 'é', 'end']"
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",0,net profit months march fell million million million year earlier finnish company said,"['net', 'profit', 'month', 'march', 'year', 'early', 'finnish', 'company']"
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,0,net sales decreased eur mn eur mn corresponding period,"['net', 'sale', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,0,net sales decreased eur mn eur corresponding period,"['net', 'sale', 'eur', 'mn', 'eur', 'corresponding', 'period']"
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,0,net sales fell quarter eur mn,"['net', 'sale', 'quarter', 'eur', 'mn']"
Net sales fell by 5 % from the previous accounting period .,0,net sales fell previous accounting period,"['net', 'sale', 'previous', 'accounting', 'period']"
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",0,net sales kyro main business area glaston technologies manufacturer glass processing machines decreased eur mn eur mn january september,"['net', 'sale', 'kyro', 'main', 'business', 'area', 'glaston', 'technologies', 'manufacturer', 'glass', 'processing', 'machine', 'eur', 'mn', 'eur', 'mn', 'january', 'september']"
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,0,operating profit fell eur mn second quarter eur mn second quarter,"['operating', 'profit', 'eur', 'mn', 'second', 'quarter', 'eur', 'mn', 'second', 'quarter']"
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,0,operating profit fell eur mn eur mn,"['operating', 'profit', 'eur', 'mn', 'eur', 'mn']"
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,0,operating profit fell eur mn eur mn,"['operating', 'profit', 'eur', 'mn', 'eur', 'mn']"
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,0,operating profit fell eur mn eur mn,"['operating', 'profit', 'eur', 'mn', 'eur', 'mn']"
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,0,operating profit fell eur mn eur mn quarter,"['operating', 'profit', 'eur', 'mn', 'eur', 'mn', 'quarter']"
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,0,orion net profit quarter decreased mln euro mln mln euro mln year earlier,"['orion', 'net', 'profit', 'quarter', 'mln', 'euro', 'mln', 'mln', 'euro', 'mln', 'year', 'early']"
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,0,pretax profit decreased eur mn eur mn,"['pretax', 'profit', 'eur', 'mn', 'eur', 'mn']"
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,0,pretax profit decreased eur mn eur mn fourth quarter,"['pretax', 'profit', 'eur', 'mn', 'eur', 'mn', 'fourth', 'quarter']"
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",0,pretax profit totaled eur mn eur mn,"['pretax', 'profit', 'eur', 'mn', 'eur', 'mn']"
Prices and delivery volumes of broadband products decreased significantly in 2005 .,0,prices delivery volumes broadband products decreased significantly,"['price', 'delivery', 'volume', 'broadband', 'product', 'significantly']"
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",0,profit period totalled eur mn eur mn corresponding period,"['profit', 'period', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",0,profit period totalled eur mn eur mn quarter,"['profit', 'period', 'eur', 'mn', 'eur', 'mn', 'quarter']"
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,0,revenue quarter fell percent euro billion compared year earlier,"['revenue', 'quarter', 'percent', 'euro', 'year', 'early']"
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,0,srv lowered net sales estimate uncertainties housing sales,"['srv', 'net', 'sale', 'estimate', 'housing', 'sale']"
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,0,stora enso oyj said second quarter result fall half compared period,"['stora', 'enso', 'oyj', 'second', 'quarter', 'result', 'fall', 'half', 'period']"
Subscription sales decreased slightly .,0,subscription sales decreased slightly,"['subscription', 'sale', 'slightly']"
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,0,company confirmed estimate lower revenue year ago m given interim report august,"['company', 'low', 'revenue', 'year', 'ago', 'interim', 'report', 'august']"
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,0,department store division sales fell eur mn,"['department', 'store', 'division', 'sale', 'eur', 'mn']"
The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,0,fair value company investment properties went eur billion end eur billion year earlier,"['fair', 'value', 'company', 'investment', 'property', 'eur', 'end', 'eur', 'year', 'early']"
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,0,fair value company investment properties went bn end september bn year earlier,"['fair', 'value', 'company', 'investment', 'property', 'end', 'september', 'year', 'early']"
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,0,group order portfolio decreased eur mn eur mn,"['group', 'order', 'portfolio', 'eur', 'mn', 'eur', 'mn']"
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,0,net sales decreased eur million eur million,"['net', 'sale', 'eur', 'eur']"
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,0,sales tiimari segment fell year year m june,"['sale', 'tiimari', 'segment', 'year', 'year', 'm', 'june']"
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",0,finnish electronics contract manufacturer scanfil net sales eur mn quarter eur mn year,"['finnish', 'electronics', 'contract', 'manufacturer', 'net', 'sale', 'eur', 'mn', 'quarter', 'eur', 'mn', 'year']"
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",0,alma media operating profit amounted eur mn eur mn year earlier,"['alma', 'medium', 'operating', 'profit', 'eur', 'mn', 'eur', 'mn', 'year', 'early']"
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",0,commission income decreased eur mn compared eur mn quarter,"['commission', 'income', 'eur', 'mn', 'eur', 'mn', 'quarter']"
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,0,commission income fell eur mn eur mn corresponding period,"['commission', 'income', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
Export declined by 6 percent to 16.4 million liters .,0,export declined percent million liters,"['export', 'percent', 'liter']"
"Exports of goods fell by 59 % , and imports by 16.7 % .",0,exports goods fell imports,"['export', 'good', 'import']"
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,0,finnish developer manufacturer mobile phone chargers salcomp plc omx helsinki wednesday november lowered year net sales estimate,"['finnish', 'developer', 'manufacturer', 'mobile', 'phone', 'charger', 'plc', 'omx', 'helsinki', 'wednesday', 'november', 'year', 'net', 'sale', 'estimate']"
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,0,finnish investment group norvestia oyj said net profit fell mln euro mln mln euro mln,"['finnish', 'investment', 'group', 'norvestia', 'oyj', 'net', 'profit', 'euro', 'mln', 'mln', 'euro', 'mln']"
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",0,group ebit half m m falling short m posted period,"['group', 'ebit', 'half', 'short', 'period']"
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",0,company saw net profit quarter eur million eur million corresponding period,"['company', 'net', 'profit', 'quarter', 'eur', 'eur', 'corresponding', 'period']"
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",0,company saw net profit quarter m m corresponding period,"['company', 'net', 'profit', 'quarter', 'corresponding', 'period']"
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",0,net sales declined eur million eur billion,"['net', 'sale', 'eur', 'eur']"
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",0,food trade sales amounted m decline,"['food', 'trade', 'sale', 'm', 'decline']"
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",0,january november group sales totalled eur mn drop period,"['january', 'november', 'group', 'sale', 'eur', 'mn', 'drop', 'period']"
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",0,july september konecranes sales decreased eur mn eur mn july september,"['july', 'september', 'konecrane', 'sale', 'eur', 'mn', 'eur', 'mn', 'july', 'september']"
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",0,sales volume coca cola market share decreased,"['sale', 'volume', 'coca', 'cola', 'market', 'share']"
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",0,september market declined percent year year million liters,"['september', 'market', 'percent', 'year', 'year', 'liter']"
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",0,baltic countries sales fell russia terms euros terms local currency,"['baltic', 'country', 'sale', 'russia', 'euros', 'local', 'currency']"
"In the Baltic countries , sales fell by 42.6 % .",0,baltic countries sales fell,"['baltic', 'country', 'sale']"
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",0,nokia shares hit euros friday percent start year slow introduction touch screen models,"['nokia', 'share', 'euro', 'friday', 'percent', 'year', 'slow', 'introduction', 'touch', 'screen', 'model']"
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,0,operating profit decreased eur mn eur mn,"['profit', 'eur', 'mn', 'eur', 'mn']"
"Operating profit decreased to nearly EUR 1.7 mn , however .",0,operating profit decreased nearly eur mn,"['operating', 'profit', 'nearly', 'eur', 'mn']"
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,0,operating profit fell eur mn eur mn second quarter,"['operating', 'profit', 'eur', 'mn', 'eur', 'mn', 'second', 'quarter']"
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,0,operating profit fourth quarter fell m m year earlier,"['profit', 'fourth', 'quarter', 'm', 'year', 'early']"
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",0,operating profit totaled eur mn eur mn corresponding period,"['profit', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",0,operating profit totaled eur mn eur mn corresponding period,"['profit', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",0,operating profit totaled eur mn eur mn,"['profit', 'eur', 'mn', 'eur', 'mn']"
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",0,operating profit totalled eur mn eur mn quarter,"['profit', 'eur', 'mn', 'eur', 'mn', 'quarter']"
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",0,operating profit totalled eur mn eur mn year earlier,"['profit', 'eur', 'mn', 'eur', 'mn', 'year', 'early']"
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",0,operating profit totalled eur mn eur mn half,"['profit', 'eur', 'mn', 'eur', 'mn', 'half']"
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",0,operating profit totalled eur mn eur mn year,"['profit', 'eur', 'mn', 'eur', 'mn', 'year']"
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",0,operating profit eur mn eur mn,"['profit', 'eur', 'mn', 'eur', 'mn']"
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",0,profit period eur mn eur mn,"['profit', 'period', 'eur', 'mn', 'eur', 'mn']"
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",0,revenue slightly million million compared million year earlier,"['revenue', 'slightly', 'year', 'early']"
Sales by Seppala diminished by 6 per cent .,0,sales seppala diminished cent,"['sale', 'seppala', 'cent']"
Talentum 's net sales in September were smaller than expected .,0,talentum net sales september smaller expected,"['talentum', 'net', 'sale', 'september', 'small']"
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",0,company profit totaled ls year year,"['company', 'profit', 'ls', 'year', 'year']"
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,0,company said sales months end march slid m m m year,"['company', 'sale', 'month', 'march', 'm', 'm', 'm', 'year']"
The operating margin came down to 2.4 % from 5.7 % .,0,operating margin came,['margin']
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,0,operating margin aker yards cruise ferries division went quarter,"['margin', 'aker', 'yard', 'cruise', 'ferries', 'division', 'quarter']"
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,0,total capital funds managed bank decreased eur end september,"['total', 'capital', 'fund', 'bank', 'eur', 'end', 'september']"
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,0,upm stock fell percent euro early afternoon trading helsinki,"['upm', 'stock', 'percent', 'euro', 'early', 'afternoon', 'trading', 'helsinki']"
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",0,yit baltic sales quarters totaled million euros representing drop percent year year,"['yit', 'baltic', 'sale', 'quarter', 'euro', 'drop', 'percent', 'year', 'year']"
"- Demand for fireplace products was lower than expected , especially in Germany .",0,demand fireplace products lower expected especially germany,"['fireplace', 'product', 'lower', 'especially', 'germany']"
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",0,orders received period review fell quarter quarter eur million recorded second quarter,"['order', 'period', 'review', 'quarter', 'quarter', 'eur', 'second', 'quarter']"
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",0,announcement pushed freenet shares frankfurt trade investors gave hope united internet ag drillisch pursue takeover breakup freenet,"['announcement', 'freenet', 'share', 'frankfurt', 'trade', 'investor', 'hope', 'united', 'internet', 'ag', 'drillisch', 'takeover', 'breakup', 'freenet']"
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",0,according company addition normal seasonal fluctuation market situation weakened autumn,"['company', 'addition', 'normal', 'seasonal', 'fluctuation', 'market', 'situation', 'autumn']"
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",0,changes market situation tougher price competition substantially reduced demand bread packaging manufactured kauhava plant according company,"['change', 'market', 'situation', 'tough', 'price', 'competition', 'substantially', 'demand', 'bread', 'packaging', 'kauhava', 'plant', 'company']"
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",0,building home improvement trade sales decreased totalling eur mn,"['home', 'improvement', 'trade', 'sale', 'eur', 'mn']"
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",0,building home improvement trade net sales totalled eur mn eur mn year earlier,"['home', 'improvement', 'trade', 'net', 'sale', 'eur', 'mn', 'eur', 'mn', 'year', 'early']"
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",0,building home improvement trade sales decreased eur mn,"['home', 'improvement', 'trade', 'sale', 'eur', 'mn']"
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",0,finnish suominen corporation makes wipes nonwovens flexible packaging expects changes market situation reduce sales suominen nonwovens wet wipes previously estimated volumes,"['finnish', 'suominen', 'corporation', 'nonwoven', 'flexible', 'packaging', 'change', 'market', 'situation', 'sale', 'suominen', 'nonwoven', 'wet', 'wipe', 'previously', 'volume']"
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,0,net sales fiscal year lower operating profit estimated negative,"['net', 'sale', 'fiscal', 'year', 'low', 'operating', 'profit', 'negative']"
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,0,sales unit slumped year industry hit poor snowfall major resorts winter,"['sale', 'unit', 'year', 'industry', 'poor', 'snowfall', 'major', 'resort', 'winter']"
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",0,steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand products customers find increasingly difficult fund operations,"['steelmaker', 'drop', 'profit', 'economic', 'uncertainty', 'current', 'drought', 'bank', 'lending', 'decline', 'demand', 'product', 'customer', 'increasingly', 'difficult', 'fund', 'operation']"
"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",0,upm kymmene world largest maker magazine paper tuesday reported percent profit drop lower paper prices higher costs strong euro hurt revenue,"['upm', 'kymmene', 'world', 'large', 'maker', 'magazine', 'paper', 'tuesday', 'percent', 'profit', 'drop', 'low', 'paper', 'price', 'high', 'strong', 'euro', 'hurt', 'revenue']"
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,0,finnish meat company atria longer promise sufficient domestic beef customers,"['finnish', 'meat', 'company', 'atria', 'long', 'sufficient', 'domestic', 'beef', 'customer']"
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,0,capital expenditure energy efficiency unfortunately fallen decline economy,"['capital', 'expenditure', 'energy', 'efficiency', 'unfortunately', 'decline', 'economy']"
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",0,rapid decrease net sales personnel reductions carried wider scale initially expected,"['rapid', 'decrease', 'net', 'sale', 'personnel', 'reduction', 'wide', 'scale', 'initially']"
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,0,finnish waste management cleaning group lassila tikanoja oyj net profit went mln euro mln mln euro mln,"['finnish', 'waste', 'management', 'cleaning', 'group', 'lassila', 'tikanoja', 'oyj', 'net', 'profit', 'euro', 'mln', 'mln', 'euro', 'mln']"
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",0,qualcomm estimated quarter profit cents share excluding certain items analyst estimate cents share,"['qualcomm', 'quarter', 'profit', 'cent', 'share', 'certain', 'item', 'analyst', 'estimate', 'cent', 'share']"
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",0,operating margin slipped dragged poor performance enterprise solutions,"['margin', 'poor', 'performance', 'enterprise', 'solution']"
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",0,external net sales printing business fell partly termination printing contract ilkka yhtyma printing house print oy sector player hss media ab december fall printing prices,"['external', 'net', 'sale', 'printing', 'business', 'partly', 'termination', 'contract', 'yhtyma', 'house', 'print', 'oy', 'sector', 'player', 'hss', 'media', 'ab', 'december', 'fall', 'price']"
"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0,seven month sales ragutis controlled finnish brewery olvi declined percent million liters company held percent market,"['month', 'sale', 'ragutis', 'finnish', 'brewery', 'olvi', 'percent', 'liter', 'company', 'percent', 'market']"
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",0,omx helsinki index pct turnover mln eur,"['omx', 'helsinki', 'index', 'pct', 'turnover', 'eur']"
